Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_1317,Men's Abstract Print Casual Shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1067.jpg,Men's Abstract Print Casual Shirt,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Abstract print",Male,"Navy Blue, White",Half sleeves,"casual, daily wear, party, vacation","rectangle, inverted triangle, apple","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1318,Women's Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1068.jpg,Women's Kurta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Floral print",Female,Pink,3/4 sleeves,"casual, party, festive, semi-formal","hourglass, pear, rectangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1319,Women's Embroidered Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1069.jpg,Women's Embroidered Kurta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Checked pattern dupatta",Female,"Off-white, Blue, Multi-color embroidery",3/4 sleeves,"casual, festive, daily wear, party, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light",neutral
APRL_1320,Mens Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1070.jpg,Mens Kaftan,Adults,L,Cotton Blend,Mid-Range,Full-length garment,"Plain weave, slightly textured",Male,Brown,Short sleeves,"casual, loungewear, cultural, traditional","rectangle, apple, inverted triangle, pear","oval, round, square, rectangular","fair, light, tan, olive, dark","warm, neutral"
APRL_1321,Patiala Salwar Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1071.jpg,Patiala Salwar Suit,Adult,M,Georgette Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Mirror work, Embroidery",Female,Royal Blue,Full sleeves,"festive, party, wedding, cultural events","pear, rectangle, hourglass","oval, round, heart","tan, olive, fair, light","cool, neutral"
APRL_1322,Women's Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1072.jpg,Women's Printed Kurta Set,Adults,M,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Printed pattern, Lace trim",Female,"Peach, Pink, White",Three-quarter sleeves,"casual, festive, ethnic events, everyday","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1323,Women's Embroidered Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1073.jpg,Women's Embroidered Sharara Suit,Adults,M,Georgette,Mid-Range,"Top wear, Bottom wear","Smooth, Embroidered",Female,"Grey, Multi-color embroidery",Full sleeves,"wedding, party, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1324,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1074.jpg,Embellished Kaftan Dress,Adults,L,Georgette,Mid-Range,Dress,"Flowy, Sheer, Embellished, Beaded",Female,Orange,Full (Batwing) sleeves,"Party, Formal, Wedding, Festive","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1325,Women's Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1075.jpg,Women's Embellished Kaftan Dress,Adults,Free size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Beaded embroidery",Female,"Coral Red, Gold, Black",Wide flowy sleeves,"casual, party, resort wear, festive occasions","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart, rectangular","dark, tan, olive, fair, light","warm, neutral"
APRL_1326,Traditional Embroidered Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1076.jpg,Traditional Embroidered Gown,Adults,L,Embroidered Net,High-Range,Full-body attire,"Smooth fabric, intricate embroidery, sequin, beadwork",Female,"Gold, Beige",Full sleeves,"wedding, formal, festive, party, bridal, traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1327,Women's Black Activewear Capris with Pockets,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1077.jpg,Women's Black Activewear Capris with Pockets,Adults,M,Polyester Blend,Mid-Range,Bottom wear,"Smooth, Stretchy, Matte",Female,Black,N/A,"casual, workout, gym, yoga, sports","hourglass, pear, apple, inverted triangle, rectangle",N/A,"ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1328,Men's Black Track Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1078.jpg,Men's Black Track Pants,Adults,M,Polyester Blend,Mid-Range,Bottom wear,"Smooth fabric, lightweight, stretchy",Male,Black,N/A,"casual, activewear, sportswear, loungewear","rectangle, inverted triangle, apple, pear",N/A,"ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1329,Women's Embroidered Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1079.jpg,Women's Embroidered Kaftan,Adults,L,"Georgette/Crepe Blend, Gold Zari Embroidery",Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,"Royal Blue, Gold",Full sleeves,"Party, Wedding, Formal, Festive, Cultural events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, warm, neutral"
APRL_1330,Moroccan Caftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1080.jpg,Moroccan Caftan,Adults,L,Chiffon Blend with Embroidery,High-Range,Full Length Dress,"Smooth fabric, Intricate Embroidery, Beaded",Female,"Teal, White, Silver, Gold",Full sleeves,"Formal, Party, Wedding, Festive, Cultural","hourglass, pear, apple, rectangle","oval, round, heart","fair, light, tan, olive, dark","cool, neutral"
APRL_1331,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1081.jpg,Abaya,Adults,L,Polyester,Mid-Range,Top wear,"Smooth fabric, Plain",Female,Brown,Long sleeves,"casual, religious, daily wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light","warm, neutral"
APRL_1332,Embroidered Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1082.jpg,Embroidered Abaya,Adults,L,Crepe,Mid-Range,Outerwear,"Smooth fabric, Embroidery",Female,Dark Green,"Full sleeves, Bell sleeves","casual, party, festive, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1333,Women's Lehenga Choli Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1083.jpg,Women's Lehenga Choli Set,Adults,L,Art Silk Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Woven geometric pattern, Embroidered blouse, Smooth fabric, Lace trim",Female,"Black, Gold",Elbow length sleeves,"wedding, festive, party, ceremonial","hourglass, pear, rectangle, inverted triangle","oval, round, heart","tan, olive, fair, light","warm, neutral"
APRL_1334,Women's Teal Tunic Top,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1084.jpg,Women's Teal Tunic Top,Adult,M,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, woven texture",Female,Teal,3/4 sleeves,"casual, daily wear, semi-formal, office, ethnic","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, rectangular","fair, light, tan, olive, dark","cool, neutral, warm"
APRL_1335,Men's Navy Blue Woven Design Kurta with White Churidar,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1085.jpg,Men's Navy Blue Woven Design Kurta with White Churidar,Adults,L,Art Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Small woven motifs, Geometric embroidery on placket",Male,"Navy Blue, White",Full sleeves,"casual, party, wedding, festive, formal","rectangle, apple, inverted triangle","oval, round, square","dark, tan, olive","neutral, cool"
APRL_1336,Women's Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1086.jpg,Women's Abaya,Adults,L,"Polyester Blend, Chiffon",Mid-Range,"Full-length Dress, Outerwear","Smooth, Flowing, Draped",Female,"Black, Maroon",Full sleeves,"casual, formal, religious, festive, party, special occasions","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, tan, olive, dark, ebony","neutral, warm, cool"
APRL_1337,Men's Embroidered Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1087.jpg,Men's Embroidered Kurta,Adults,L,Cotton Blend,Mid-Range,Top wear,"Textured fabric, Sequins",Male,Taupe,Full sleeves,"casual, festive, semi-formal, party","rectangle, inverted triangle, apple","oval, round, square","fair, light, tan, olive","neutral, warm"
APRL_1338,Women's Floral Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1088.jpg,Women's Floral Printed Kurta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Floral print",Female,"White, Multi-color floral",Full sleeves,"Casual, Festive, Party","rectangle, pear, hourglass, apple","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_1339,Women's Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1089.jpg,Women's Kurta Set with Dupatta,Adults,Unknown,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidered, Striped dupatta",Female,"Off-white, Hot Pink",Full sleeves,"Casual, Festive, Party, Wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_1340,Men's Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1090.jpg,Men's Kaftan,Adults,N/A,Cotton Blend,Mid-Range,Top wear,Smooth fabric,Male,Light Blue,Short sleeves,"casual, cultural, daily, religious","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1341,Women's Dhoti Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1091.jpg,Women's Dhoti Suit Set,Adults,N/A,Georgette Blend with Sequins and Embroidery,Mid-Range,"Top wear, Bottom wear, Dupatta","Sequined, Embroidered, Sheer, Smooth",Female,"White, Olive Green",Full sleeves,"Festive, Wedding, Party, Cultural, Engagement","rectangle, hourglass, inverted triangle","oval, round, heart","tan, olive, fair, light, dark","warm, neutral"
APRL_1342,Women's Printed Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1092.jpg,Women's Printed Kurta Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,Kurta Set (Top & Bottom wear with Dupatta),Smooth fabric,Female,Off-white base with multi-color floral/paisley print,Three-quarter sleeves,"casual, festive, party, daytime wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","fair, light, tan, olive",neutral
APRL_1343,Women's Embroidered Kurta Sharara Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1093.jpg,Women's Embroidered Kurta Sharara Set,Adults,M,Georgette,Mid-Range,Set,"Embroidered, Sheer, Flowy",Female,Light Blue,"3/4 sleeves, Sheer","Festive, Party, Wedding, Casual","pear, rectangle, hourglass, apple","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","cool, neutral, warm"
APRL_1344,Women's Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1094.jpg,Women's Embroidered Kaftan Gown,Adults,Free Size,Georgette Blend,Mid-Range,Gown,"Smooth fabric, Intricate embroidery",Female,"Navy Blue, Gold","Wide/Kimono, Full length","Party, Festive, Evening, Wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1345,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1095.jpg,Kaftan Dress,Adults,Free Size,Georgette,Mid-Range,Dress,"Flowing fabric, Sheer, Embellished, Embroidery",Female,Yellow,Batwing sleeves,"Casual, Party, Festive, Beachwear, Lounge","apple, pear, rectangle, inverted triangle","oval, round, square","tan, olive, dark, fair, light","warm, neutral"
APRL_1346,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1096.jpg,Embellished Kaftan Dress,Adults,Free Size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Beadwork, Embroidery",Female,Teal Blue,Full sleeves,"party, wedding, festive, formal, evening","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","cool, neutral, warm"
APRL_1347,Women's High-Rise Skinny Fit Jeans,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1097.jpg,Women's High-Rise Skinny Fit Jeans,Adults,"S, M, L, XL","Cotton Blend, Spandex Blend",Mid-Range,Bottom wear,"Smooth, Stretchy",Female,Olive Green,,"Casual, Everyday, Party, Office, Travel","hourglass, pear, rectangle, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1348,Men's Performance T-shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1098.jpg,Men's Performance T-shirt,Adults,"M,L",Polyester Blend,Mid-Range,Top wear,"Smooth, stretchable",Male,Maroon,Short sleeves,"casual, activewear, gym, everyday","rectangle, inverted triangle, apple","oval, round, square, heart","fair, light, olive, tan, dark, ebony","warm, neutral, cool"
APRL_1349,Men's Jogger Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1098.jpg,Men's Jogger Pants,Adults,"M,L",Polyester Blend,Mid-Range,Bottom wear,"Smooth, tapered",Male,Black,N/A,"casual, activewear, gym, everyday, lounging","rectangle, inverted triangle, pear, apple",,"ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1350,Embellished Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1099.jpg,Embellished Kaftan Gown,Adults,M,Georgette,Mid-Range,Full garment,"Smooth fabric, Embroidery, Embellished, Bows",Female,"Coral, Gold, Cream",Full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1351,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1100.jpg,Embroidered Kaftan Dress,Adults,L,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery",Female,Beige,Full sleeves,"Festive, Wedding, Party, Formal","rectangle, pear, apple, hourglass","oval, round, heart, square","fair, light, tan, olive","warm, neutral"
APRL_1352,Floral Long Tunic Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1101.jpg,Floral Long Tunic Dress,Adults,M,Polyester Blend,Mid-Range,Top wear,"Smooth fabric, Floral print",Female,"Olive Green, White, Pink",Full sleeves,"casual, party, semi-formal, seasonal","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral"
APRL_1353,Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1102.jpg,Abaya Dress,Adults,Free Size,Satin Blend,Mid-Range,Full-length Dress,"Smooth, Flowing, Draped, Ruched",Female,White,Long sleeves,"Casual, Formal, Special Occasion","rectangle, apple, inverted triangle, pear","oval, round, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1354,Women's Lehenga Choli Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1103.jpg,Women's Lehenga Choli Set,Adults,L,Net,Georgette,High-Range,Ethnic Set,Female,"Black, Gold",Short sleeves,"Wedding, Festive, Party, Formal","hourglass, inverted triangle, rectangle","oval, round, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1355,Women's Sleeveless Blouse,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1104.jpg,Women's Sleeveless Blouse,Adults,M,Silk Blend,Mid-Range,Top wear,"Smooth, Silky finish",Female,Purple,Sleeveless,"festive, party, formal, wedding","hourglass, pear, rectangle","oval, round, square","tan, olive, fair, light, dark","warm, neutral, cool"
